NMR, 0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.20, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.30
3,0.999700006,0.9991300174,0.997690046199,0.994960100798,0.993070138597,0.989680206396,0.986590268195,0.982120357593,0.979120417592,0.972850542989,0.965500689986,0.961390772185,0.955060898782,0.948161036779,0.941141177176,0.932591348173,0.92479150417,0.916541669167,0.907511849763,0.897972040559,0.888852222956,0.877242455151,0.868572628547,0.857892842143,0.846823063539,0.836023279534,0.82540349193,0.812653746925,0.802363952721,0.785894282114,0.773744525109
5,1.0,0.99995,0.99965,0.99915,0.9991,0.99855,0.9964,0.99615,0.99325,0.9913,0.9884,0.98615,0.982,0.9776,0.97165,0.9698,0.9628,0.9597,0.95185,0.9463,0.93525,0.9296,0.9209,0.909,0.89575,0.88755,0.87415,0.8674,0.8502,0.8406,0.8279
7,1.0,1.0,1.0,0.9998600028,0.9997200056,0.999650007,0.9995800084,0.998740025199,0.998180036399,0.996710065799,0.996710065799,0.995660086798,0.993070138597,0.991880162397,0.989570208596,0.985020299594,0.980260394792,0.977250454991,0.972350552989,0.968430631387,0.963950720986,0.957160856783,0.94939101218,0.939171216576,0.927341453171,0.92538149237,0.911661766765,0.901721965561,0.891502169957,0.87512249755,0.861752764945
